facility_id,category,fire_status,outcome,FIPS,RPL_THEMES,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4
RED-012729,residential_elderly_disabled,,outside_all_perimeters,06013306003,0.7298,0.7188,0.797,0.5645,0.6007
RED-001577,residential_elderly_disabled,,outside_all_perimeters,06013306003,0.7298,0.7188,0.797,0.5645,0.6007
RED-004856,residential_elderly_disabled,,outside_all_perimeters,06085511916,0.3768,0.2657,0.5627,0.3951,0.4386
RED-006541,residential_elderly_disabled,,outside_all_perimeters,06037123420,0.8613,0.9352,0.6031,0.5317,0.8333
RED-016847,residential_elderly_disabled,,outside_all_perimeters,06037131600,0.7371,0.8732,0.6287,0.7576,0.4269
RED-009665,residential_elderly_disabled,,outside_all_perimeters,06077005137,0.2418,0.36,0.5293,0.5592,0.0457
RED-012868,residential_elderly_disabled,,outside_all_perimeters,06077005119,0.49,0.6406,0.4377,0.7603,0.1841
RED-008158,residential_elderly_disabled,,outside_all_perimeters,06023000700,0.3801,0.3546,0.6202,0.0785,0.4156
RED-017648,residential_elderly_disabled,,outside_all_perimeters,06079012001,0.2631,0.4847,0.4008,0.1174,0.1041
RED-019685,residential_elderly_disabled,,outside_all_perimeters,06079011904,0.5793,0.3659,0.7279,0.1407,0.8695
RED-015239,residential_elderly_disabled,,outside_all_perimeters,06059001604,0.4112,0.4235,0.388,0.4075,0.431
RED-018411,residential_elderly_disabled,,outside_all_perimeters,06059011300,0.5988,0.5292,0.1792,0.3918,0.9434
RED-008957,residential_elderly_disabled,,outside_all_perimeters,06059001802,0.8654,0.7045,0.7702,0.7473,0.9513
RED-011214,residential_elderly_disabled,,outside_all_perimeters,06059001802,0.8654,0.7045,0.7702,0.7473,0.9513
RED-008618,residential_elderly_disabled,,outside_all_perimeters,06059001802,0.8654,0.7045,0.7702,0.7473,0.9513
RED-015291,residential_elderly_disabled,,outside_all_perimeters,06037106645,0.247,0.3825,0.2968,0.2186,0.1772
RED-003778,residential_elderly_disabled,,outside_all_perimeters,06037106641,0.2821,0.3865,0.5923,0.1229,0.1372
RED-023011,residential_elderly_disabled,,outside_all_perimeters,06037106641,0.2821,0.3865,0.5923,0.1229,0.1372
RED-010269,residential_elderly_disabled,,outside_all_perimeters,06037296600,0.8892,0.9416,0.7194,0.7188,0.785
RED-018635,residential_elderly_disabled,,outside_all_perimeters,06019005805,0.2683,0.2029,0.4319,0.6153,0.2271
RED-023238,residential_elderly_disabled,,outside_all_perimeters,06037132301,0.8111,0.8518,0.6436,0.7507,0.7113
RED-004938,residential_elderly_disabled,,outside_all_perimeters,06037117301,0.2916,0.409,0.3696,0.5329,0.1292
RED-021585,residential_elderly_disabled,,outside_all_perimeters,06059032020,0.0795,0.1441,0.2148,0.1855,0.0888
RED-004910,residential_elderly_disabled,,outside_all_perimeters,06037311300,0.1925,0.1812,0.1416,0.3014,0.384
RED-010981,residential_elderly_disabled,,outside_all_perimeters,06029003819,0.4235,0.4602,0.3684,0.1993,0.5155
RED-003272,residential_elderly_disabled,,outside_all_perimeters,06111000901,0.5211,0.3418,0.7015,0.0249,0.8084
RED-001217,residential_elderly_disabled,,outside_all_perimeters,06029003821,0.183,0.3423,0.5275,0.2974,0.0303
RED-007257,residential_elderly_disabled,,outside_all_perimeters,06029003821,0.183,0.3423,0.5275,0.2974,0.0303
RED-001416,residential_elderly_disabled,,outside_all_perimeters,06029003821,0.183,0.3423,0.5275,0.2974,0.0303
RED-008055,residential_elderly_disabled,,outside_all_perimeters,06013331000,0.6216,0.461,0.5243,0.4103,0.8882
RED-022302,residential_elderly_disabled,,outside_all_perimeters,06013331000,0.6216,0.461,0.5243,0.4103,0.8882
RED-011656,residential_elderly_disabled,,outside_all_perimeters,06013333200,0.2108,0.0627,0.6402,0.2694,0.2744
RED-006173,residential_elderly_disabled,,outside_all_perimeters,06065048100,0.203,0.2617,0.2269,0.4159,0.1877
RED-023760,residential_elderly_disabled,,outside_all_perimeters,06099000801,0.6067,0.6686,0.772,0.2798,0.4234
RED-007947,residential_elderly_disabled,,outside_all_perimeters,06099000908,0.617,0.5863,0.9363,0.4798,0.3141
RED-009469,residential_elderly_disabled,,outside_all_perimeters,06085503902,0.6372,0.5634,0.7256,0.8129,0.4936
RED-011949,residential_elderly_disabled,,outside_all_perimeters,06111006700,0.1912,0.1169,0.4971,0.1261,0.2759
RED-008711,residential_elderly_disabled,,outside_all_perimeters,06107003504,0.6819,0.7562,0.7931,0.587,0.3606
RED-018565,residential_elderly_disabled,,outside_all_perimeters,06107002302,0.5418,0.6031,0.9374,0.3634,0.1514
RED-012589,residential_elderly_disabled,,outside_all_perimeters,06037551900,0.544,0.4496,0.5486,0.6777,0.5795
RED-003667,residential_elderly_disabled,,outside_all_perimeters,06037551900,0.544,0.4496,0.5486,0.6777,0.5795
RED-005302,residential_elderly_disabled,,outside_all_perimeters,06073020109,0.467,0.5002,0.4471,0.6312,0.3444
RED-001522,residential_elderly_disabled,,outside_all_perimeters,06001438400,0.4925,0.1781,0.6037,0.7244,0.7627
RED-009654,residential_elderly_disabled,,outside_all_perimeters,06001438204,0.5879,0.3749,0.3807,0.8189,0.8635
RED-016374,residential_elderly_disabled,,outside_all_perimeters,06065041201,0.876,0.6147,0.9377,0.6432,0.9592
RED-015751,residential_elderly_disabled,,outside_all_perimeters,06067004019,0.5619,0.3664,0.8185,0.5605,0.5994
RED-006611,residential_elderly_disabled,,outside_all_perimeters,06073008353,0.2133,0.2975,0.2264,0.6102,0.1285
RED-007675,residential_elderly_disabled,,outside_all_perimeters,06037104704,0.9194,0.8335,0.8318,0.8666,0.9068
RED-003027,residential_elderly_disabled,,outside_all_perimeters,06073013409,0.4748,0.5463,0.4213,0.5812,0.3381
RED-006226,residential_elderly_disabled,,outside_all_perimeters,06073017066,0.0906,0.1731,0.1552,0.2577,0.1036
RED-009353,residential_elderly_disabled,,outside_all_perimeters,06037311801,0.3676,0.4851,0.3998,0.2892,0.2589
RED-016167,residential_elderly_disabled,,outside_all_perimeters,06081608501,0.2092,0.1588,0.0931,0.4893,0.4672
RED-007386,residential_elderly_disabled,,outside_all_perimeters,06083000900,0.6758,0.5205,0.7014,0.4334,0.8392
RED-014511,residential_elderly_disabled,,outside_all_perimeters,06079011202,0.3537,0.6735,0.0185,0.0736,0.5957
RED-017959,residential_elderly_disabled,,outside_all_perimeters,06037195901,0.6631,0.7841,0.1011,0.3865,0.8868
RED-017389,residential_elderly_disabled,,outside_all_perimeters,06037115403,0.7777,0.8248,0.3706,0.7473,0.8209
RED-018320,residential_elderly_disabled,,outside_all_perimeters,06059088107,0.8649,0.8485,0.875,0.752,0.7147
RED-011896,residential_elderly_disabled,,outside_all_perimeters,06059088107,0.8649,0.8485,0.875,0.752,0.7147
RED-023821,residential_elderly_disabled,,outside_all_perimeters,06037131400,0.7044,0.553,0.7306,0.5946,0.8091
RED-015657,residential_elderly_disabled,,outside_all_perimeters,06041106002,0.4872,0.4348,0.2881,0.2541,0.7811
RED-004150,residential_elderly_disabled,,outside_all_perimeters,06079010602,0.4022,0.4184,0.4574,0.0602,0.5055
RED-023958,residential_elderly_disabled,,outside_all_perimeters,06079010602,0.4022,0.4184,0.4574,0.0602,0.5055
RED-012986,residential_elderly_disabled,,outside_all_perimeters,06019002906,0.9326,0.8601,0.9847,0.8383,0.7293
RED-022011,residential_elderly_disabled,,outside_all_perimeters,06095251902,0.6355,0.505,0.6144,0.8645,0.6483
RED-021114,residential_elderly_disabled,,outside_all_perimeters,06071009126,0.597,0.6313,0.857,0.71,0.2138
RED-005444,residential_elderly_disabled,,outside_all_perimeters,06065042739,0.3757,0.2851,0.6399,0.4447,0.3335
RED-004395,residential_elderly_disabled,,outside_all_perimeters,06059088402,0.7469,0.7614,0.3885,0.7213,0.8172
RED-018390,residential_elderly_disabled,,outside_all_perimeters,06067008122,0.3405,0.3163,0.4743,0.1838,0.4095
RED-001321,residential_elderly_disabled,,outside_all_perimeters,06067006501,0.9769,0.9094,0.9702,0.8645,0.9406
RED-016088,residential_elderly_disabled,,outside_all_perimeters,06059089107,0.5003,0.4684,0.2044,0.7844,0.6315
RED-000962,residential_elderly_disabled,,outside_all_perimeters,06037700200,0.3632,0.5063,0.029,0.2393,0.7481
RED-021405,residential_elderly_disabled,,outside_all_perimeters,06037310100,0.057,0.191,0.1136,0.1559,0.0628
RED-004327,residential_elderly_disabled,,outside_all_perimeters,06059075301,0.7204,0.7114,0.6479,0.637,0.6703
RED-011452,residential_elderly_disabled,,outside_all_perimeters,06073001202,0.3207,0.5485,0.0171,0.3007,0.6122
RED-015420,residential_elderly_disabled,,outside_all_perimeters,06037212202,0.8496,0.8501,0.3402,0.9356,0.9261
RED-016900,residential_elderly_disabled,,outside_all_perimeters,06019005526,0.6181,0.4794,0.7715,0.3183,0.7445
RED-001185,residential_elderly_disabled,,outside_all_perimeters,06019005526,0.6181,0.4794,0.7715,0.3183,0.7445
RED-004236,residential_elderly_disabled,,outside_all_perimeters,06037406101,0.4106,0.4107,0.4683,0.6499,0.2936
RED-004355,residential_elderly_disabled,,outside_all_perimeters,06037113323,0.5573,0.5607,0.3447,0.4866,0.6843
RED-001520,residential_elderly_disabled,,outside_all_perimeters,06037113323,0.5573,0.5607,0.3447,0.4866,0.6843
RED-006607,residential_elderly_disabled,,outside_all_perimeters,06037113323,0.5573,0.5607,0.3447,0.4866,0.6843
RED-014484,residential_elderly_disabled,,outside_all_perimeters,06079012706,0.1942,0.1996,0.4045,0.0156,0.2578
RED-010036,residential_elderly_disabled,,outside_all_perimeters,06061021109,0.2205,0.2263,0.3601,0.2072,0.2525
RED-019187,residential_elderly_disabled,,outside_all_perimeters,06061020714,0.2375,0.2129,0.5961,0.0721,0.2175
RED-013355,residential_elderly_disabled,,outside_all_perimeters,06071000603,0.6892,0.6499,0.5836,0.6582,0.7005
RED-013053,residential_elderly_disabled,,outside_all_perimeters,06099003609,0.4623,0.5802,0.7093,0.197,0.2138
RED-009899,residential_elderly_disabled,,outside_all_perimeters,06037603008,0.9831,0.7358,0.9657,0.947,0.9986
RED-005775,residential_elderly_disabled,,outside_all_perimeters,06037430101,0.7279,0.526,0.8098,0.6253,0.8376
RED-016839,residential_elderly_disabled,,outside_all_perimeters,06059099225,0.2585,0.1742,0.5771,0.5116,0.1938
RED-000661,residential_elderly_disabled,,outside_all_perimeters,06085506702,0.3878,0.4145,0.4671,0.4143,0.324
RED-002854,residential_elderly_disabled,,outside_all_perimeters,06065051302,0.4902,0.3314,0.7937,0.316,0.5436
RED-023448,residential_elderly_disabled,,outside_all_perimeters,06073020105,0.4611,0.4218,0.3086,0.3738,0.6625
RED-017057,residential_elderly_disabled,,outside_all_perimeters,06073020105,0.4611,0.4218,0.3086,0.3738,0.6625
RED-009440,residential_elderly_disabled,,outside_all_perimeters,06067009650,0.0358,0.0191,0.2088,0.6312,0.0384
RED-002310,residential_elderly_disabled,,outside_all_perimeters,06037127803,0.8928,0.7789,0.8541,0.5976,0.9385
RED-020061,residential_elderly_disabled,,outside_all_perimeters,06073020105,0.4611,0.4218,0.3086,0.3738,0.6625
RED-013280,residential_elderly_disabled,,outside_all_perimeters,06099000905,0.6115,0.554,0.7429,0.2567,0.6603
RED-006748,residential_elderly_disabled,,outside_all_perimeters,06065041003,0.7621,0.6417,0.8388,0.6391,0.755
RED-009911,residential_elderly_disabled,,outside_all_perimeters,06065041003,0.7621,0.6417,0.8388,0.6391,0.755
RED-002856,residential_elderly_disabled,,outside_all_perimeters,06085502500,0.1288,0.1113,0.1912,0.2723,0.2371
RED-005287,residential_elderly_disabled,,outside_all_perimeters,06085512047,0.1163,0.1841,0.0821,0.3698,0.1994
RED-011721,residential_elderly_disabled,,outside_all_perimeters,06073017810,0.2397,0.0967,0.3893,0.0481,0.5675
RED-021342,residential_elderly_disabled,,outside_all_perimeters,06097151504,0.1869,0.2198,0.3354,0.0759,0.2342
RED-014143,residential_elderly_disabled,,outside_all_perimeters,06019005301,0.7569,0.804,0.7799,0.6499,0.5294
RED-000990,residential_elderly_disabled,,outside_all_perimeters,06019001416,0.4738,0.5309,0.4983,0.9064,0.1973
RED-001989,residential_elderly_disabled,,outside_all_perimeters,06037461502,0.847,0.7722,0.8912,0.648,0.7864
RED-003432,residential_elderly_disabled,,outside_all_perimeters,06037461502,0.847,0.7722,0.8912,0.648,0.7864
RED-013431,residential_elderly_disabled,,outside_all_perimeters,06037134201,0.4406,0.6595,0.0861,0.6704,0.3448
RED-023184,residential_elderly_disabled,,outside_all_perimeters,06037109601,0.4001,0.572,0.2273,0.6432,0.22
RED-007786,residential_elderly_disabled,,outside_all_perimeters,06029001801,0.8259,0.8298,0.6962,0.5625,0.8244
RED-011364,residential_elderly_disabled,,outside_all_perimeters,06029001801,0.8259,0.8298,0.6962,0.5625,0.8244
RED-015821,residential_elderly_disabled,,outside_all_perimeters,06067008122,0.3405,0.3163,0.4743,0.1838,0.4095
RED-011006,residential_elderly_disabled,,outside_all_perimeters,06067009308,0.4808,0.421,0.8667,0.2373,0.3407
RED-022573,residential_elderly_disabled,,outside_all_perimeters,06073017049,0.3829,0.2169,0.6666,0.1931,0.5463
RED-000317,residential_elderly_disabled,,outside_all_perimeters,06073017049,0.3829,0.2169,0.6666,0.1931,0.5463
RED-000228,residential_elderly_disabled,,outside_all_perimeters,06073017049,0.3829,0.2169,0.6666,0.1931,0.5463
RED-009123,residential_elderly_disabled,,outside_all_perimeters,06099000601,0.4478,0.618,0.3432,0.4562,0.2583
RED-000227,residential_elderly_disabled,,outside_all_perimeters,06099000913,0.1618,0.1689,0.292,0.4089,0.16
RED-008460,residential_elderly_disabled,,outside_all_perimeters,06099000601,0.4478,0.618,0.3432,0.4562,0.2583
RED-007249,residential_elderly_disabled,,outside_all_perimeters,06077005001,0.3441,0.3225,0.7933,0.1112,0.2178
RED-005311,residential_elderly_disabled,,outside_all_perimeters,06099000908,0.617,0.5863,0.9363,0.4798,0.3141
RED-001367,residential_elderly_disabled,,outside_all_perimeters,06073017054,0.3711,0.1739,0.3572,0.1533,0.8079
RED-007071,residential_elderly_disabled,,outside_all_perimeters,06077005403,0.4049,0.4067,0.5084,0.5274,0.3014
RED-002744,residential_elderly_disabled,,outside_all_perimeters,06065042007,0.353,0.2238,0.6123,0.2098,0.4735
RED-017643,residential_elderly_disabled,,outside_all_perimeters,06037530101,0.9821,0.9814,0.9671,0.8065,0.8838
RED-015416,residential_elderly_disabled,,outside_all_perimeters,06067007403,0.7222,0.6275,0.8473,0.4324,0.7269
RED-006857,residential_elderly_disabled,,outside_all_perimeters,06037219020,0.7472,0.7721,0.5585,0.7995,0.6599
RED-000203,residential_elderly_disabled,,outside_all_perimeters,06077005109,0.773,0.6746,0.8039,0.3792,0.8511
RED-016224,residential_elderly_disabled,,outside_all_perimeters,06065042709,0.7249,0.705,0.8251,0.3335,0.6795
RED-024118,residential_elderly_disabled,,outside_all_perimeters,06065042709,0.7249,0.705,0.8251,0.3335,0.6795
RED-009027,residential_elderly_disabled,,outside_all_perimeters,06059011102,0.5784,0.6348,0.5672,0.6202,0.3994
RED-023047,residential_elderly_disabled,,outside_all_perimeters,06111006200,0.0379,0.2055,0.1959,0.0672,0.014
RED-012269,residential_elderly_disabled,,outside_all_perimeters,06013355309,0.0061,0.0247,0.2513,0.1944,0.0
RED-008763,residential_elderly_disabled,,outside_all_perimeters,06067009311,0.6116,0.6429,0.6614,0.5579,0.4495
RED-005928,residential_elderly_disabled,,outside_all_perimeters,06081601700,0.2987,0.0539,0.6967,0.574,0.4033
RED-011684,residential_elderly_disabled,,outside_all_perimeters,06037540202,0.9723,0.9561,0.6148,0.9404,0.9877
RED-002792,residential_elderly_disabled,,outside_all_perimeters,06065043294,0.1898,0.2337,0.3087,0.3116,0.174
RED-018834,residential_elderly_disabled,,outside_all_perimeters,06065043294,0.1898,0.2337,0.3087,0.3116,0.174
RED-014094,residential_elderly_disabled,,outside_all_perimeters,06037216901,0.1627,0.2096,0.0786,0.5453,0.2531
RED-004574,residential_elderly_disabled,,outside_all_perimeters,06097150601,0.4499,0.4164,0.2884,0.3126,0.6777
RED-010911,residential_elderly_disabled,,outside_all_perimeters,06059021918,0.3628,0.2593,0.2156,0.3335,0.7093
RED-000544,residential_elderly_disabled,,outside_all_perimeters,06059021918,0.3628,0.2593,0.2156,0.3335,0.7093
RED-014406,residential_elderly_disabled,,outside_all_perimeters,06059021918,0.3628,0.2593,0.2156,0.3335,0.7093
RED-006725,residential_elderly_disabled,,outside_all_perimeters,06071002013,0.4454,0.2525,0.3349,0.3413,0.8371
RED-022223,residential_elderly_disabled,,outside_all_perimeters,06037400206,0.0699,0.1492,0.1305,0.3014,0.0841
RED-000527,residential_elderly_disabled,,outside_all_perimeters,06037401601,0.4379,0.1583,0.6988,0.3136,0.7282
RED-023909,residential_elderly_disabled,,outside_all_perimeters,06037400206,0.0699,0.1492,0.1305,0.3014,0.0841
RED-016681,residential_elderly_disabled,,outside_all_perimeters,06071002015,0.1835,0.3023,0.1638,0.4095,0.1553
RED-000380,residential_elderly_disabled,,outside_all_perimeters,06097150601,0.4499,0.4164,0.2884,0.3126,0.6777
RED-005982,residential_elderly_disabled,,outside_all_perimeters,06095250104,0.7252,0.7285,0.4494,0.637,0.7962
RED-011225,residential_elderly_disabled,,outside_all_perimeters,06059021914,0.2736,0.2342,0.3654,0.3984,0.319
RED-006352,residential_elderly_disabled,,outside_all_perimeters,06059075505,0.6158,0.5787,0.5902,0.4159,0.6831
RED-022997,residential_elderly_disabled,,outside_all_perimeters,06019005907,0.1531,0.148,0.3639,0.2373,0.1687
RED-013349,residential_elderly_disabled,,outside_all_perimeters,06019005912,0.2581,0.3072,0.4089,0.3998,0.1698
RED-006317,residential_elderly_disabled,,outside_all_perimeters,06073015802,0.9783,0.944,0.8829,0.338,0.9973
RED-011268,residential_elderly_disabled,,outside_all_perimeters,06059063904,0.6602,0.6962,0.7459,0.4847,0.477
RED-008147,residential_elderly_disabled,,outside_all_perimeters,06061021326,0.0112,0.1144,0.0799,0.2408,0.0095
RED-005226,residential_elderly_disabled,,outside_all_perimeters,06065042009,0.6576,0.7043,0.6063,0.6353,0.4988
RED-017047,residential_elderly_disabled,,outside_all_perimeters,06059075807,0.3226,0.3374,0.2668,0.4643,0.3594
RED-009691,residential_elderly_disabled,,outside_all_perimeters,06059032002,0.1551,0.1458,0.2521,0.1216,0.2775
RED-018861,residential_elderly_disabled,,outside_all_perimeters,06037127300,0.7881,0.6921,0.7399,0.6353,0.836
RED-019910,residential_elderly_disabled,,outside_all_perimeters,06037127803,0.8928,0.7789,0.8541,0.5976,0.9385
RED-008270,residential_elderly_disabled,,outside_all_perimeters,06075033002,0.2552,0.1263,0.3917,0.4552,0.39
RED-004763,residential_elderly_disabled,,outside_all_perimeters,06073013409,0.4748,0.5463,0.4213,0.5812,0.3381
RED-000176,residential_elderly_disabled,,outside_all_perimeters,06041108202,0.5308,0.3713,0.5641,0.1751,0.8328
RED-011099,residential_elderly_disabled,,outside_all_perimeters,06059110106,0.1756,0.1513,0.6009,0.4945,0.0708
RED-008081,residential_elderly_disabled,,outside_all_perimeters,06059032015,0.2216,0.1754,0.571,0.2723,0.1818
RED-001524,residential_elderly_disabled,,outside_all_perimeters,06065043517,0.4919,0.61,0.6218,0.6526,0.163
RED-016048,residential_elderly_disabled,,outside_all_perimeters,06001436700,0.6803,0.4457,0.7817,0.7895,0.7779
RED-019232,residential_elderly_disabled,,outside_all_perimeters,06081606000,0.4895,0.4125,0.4545,0.5393,0.5831
RED-005014,residential_elderly_disabled,,outside_all_perimeters,06059088001,0.6136,0.4171,0.7736,0.6353,0.6967
RED-020236,residential_elderly_disabled,,outside_all_perimeters,06099002002,0.7717,0.7569,0.8415,0.4819,0.6675
RED-005601,residential_elderly_disabled,,outside_all_perimeters,06111006700,0.1912,0.1169,0.4971,0.1261,0.2759
RED-005008,residential_elderly_disabled,,outside_all_perimeters,06073012800,0.8563,0.7768,0.7765,0.6353,0.8913
RED-010386,residential_elderly_disabled,,outside_all_perimeters,06073013401,0.4834,0.3836,0.7935,0.5196,0.3597
RED-021906,residential_elderly_disabled,,outside_all_perimeters,06065044925,0.4811,0.5539,0.2937,0.5753,0.4432
RED-013898,residential_elderly_disabled,,outside_all_perimeters,06019005305,0.6145,0.6855,0.7455,0.5329,0.3361
RED-018093,residential_elderly_disabled,,outside_all_perimeters,06019005305,0.6145,0.6855,0.7455,0.5329,0.3361
RED-002978,residential_elderly_disabled,,outside_all_perimeters,06019005305,0.6145,0.6855,0.7455,0.5329,0.3361
RED-018927,residential_elderly_disabled,,outside_all_perimeters,06037115204,0.5091,0.4377,0.3494,0.4632,0.7151
RED-009988,residential_elderly_disabled,,outside_all_perimeters,06059032015,0.2216,0.1754,0.571,0.2723,0.1818
RED-023322,residential_elderly_disabled,,outside_all_perimeters,06067009330,0.2379,0.0739,0.4014,0.4819,0.4164
RED-010714,residential_elderly_disabled,,outside_all_perimeters,06037401705,0.5021,0.333,0.7898,0.4397,0.527
RED-022404,residential_elderly_disabled,,outside_all_perimeters,06037400206,0.0699,0.1492,0.1305,0.3014,0.0841
RED-015666,residential_elderly_disabled,,outside_all_perimeters,06019004303,0.2048,0.107,0.552,0.2479,0.2447
RED-003255,residential_elderly_disabled,,outside_all_perimeters,06001451501,0.3345,0.1777,0.464,0.236,0.5916
RED-011358,residential_elderly_disabled,,outside_all_perimeters,06059087002,0.7448,0.6402,0.642,0.6202,0.8485
RED-020071,residential_elderly_disabled,,outside_all_perimeters,06013338201,0.2486,0.0104,0.5127,0.1521,0.7091
RED-009910,residential_elderly_disabled,,outside_all_perimeters,06103000600,0.7417,0.6671,0.9412,0.1163,0.7301
RED-021383,residential_elderly_disabled,,outside_all_perimeters,06085512509,0.3899,0.2253,0.4425,0.6855,0.5139
RED-005453,residential_elderly_disabled,,outside_all_perimeters,06067007801,0.547,0.42,0.7505,0.1876,0.6935
RED-006055,residential_elderly_disabled,,outside_all_perimeters,06013346206,0.2563,0.2381,0.277,0.1595,0.4244
RED-007760,residential_elderly_disabled,,outside_all_perimeters,06007000102,0.6586,0.3868,0.9356,0.1658,0.8516
RED-012481,residential_elderly_disabled,,outside_all_perimeters,06007000102,0.6586,0.3868,0.9356,0.1658,0.8516
RED-015341,residential_elderly_disabled,,outside_all_perimeters,06061021403,0.8201,0.7581,0.9289,0.3698,0.7698
RED-012136,residential_elderly_disabled,,outside_all_perimeters,06067008145,0.1952,0.3364,0.5207,0.089,0.0733
RED-009627,residential_elderly_disabled,,outside_all_perimeters,06067008145,0.1952,0.3364,0.5207,0.089,0.0733
RED-007052,residential_elderly_disabled,,outside_all_perimeters,06037302506,0.8397,0.7917,0.8578,0.2098,0.9026
RED-011867,residential_elderly_disabled,,outside_all_perimeters,06037302505,0.8441,0.6961,0.8925,0.2953,0.9501
RED-020644,residential_elderly_disabled,,outside_all_perimeters,06037400402,0.3657,0.448,0.0556,0.3496,0.6819
RED-006536,residential_elderly_disabled,,outside_all_perimeters,06037576501,0.9246,0.948,0.809,0.5883,0.8697
RED-023340,residential_elderly_disabled,,outside_all_perimeters,06037430301,0.0998,0.0533,0.4466,0.3228,0.102
RED-006927,residential_elderly_disabled,,outside_all_perimeters,06111001002,0.5146,0.4192,0.6135,0.1407,0.7017
RED-018991,residential_elderly_disabled,,outside_all_perimeters,06037124902,0.7438,0.775,0.4258,0.3814,0.8742
RED-019976,residential_elderly_disabled,,outside_all_perimeters,06037301100,0.4769,0.4074,0.7904,0.061,0.4957
RED-006807,residential_elderly_disabled,,outside_all_perimeters,06073017601,0.207,0.0647,0.2333,0.0369,0.6568
RED-008468,residential_elderly_disabled,,outside_all_perimeters,06037301702,0.7,0.8713,0.4303,0.2472,0.6661
RED-009519,residential_elderly_disabled,,outside_all_perimeters,06037301702,0.7,0.8713,0.4303,0.2472,0.6661
RED-018021,residential_elderly_disabled,,outside_all_perimeters,06037301000,0.5475,0.4315,0.7166,0.1999,0.6991
RED-005507,residential_elderly_disabled,,outside_all_perimeters,06037300902,0.0561,0.1709,0.3112,0.1118,0.0201
RED-018932,residential_elderly_disabled,,outside_all_perimeters,06037403901,0.4479,0.4469,0.6415,0.5092,0.284
RED-012500,residential_elderly_disabled,,outside_all_perimeters,06073009706,0.1954,0.2034,0.3323,0.1658,0.249
RED-019942,residential_elderly_disabled,,outside_all_perimeters,06037301100,0.4769,0.4074,0.7904,0.061,0.4957
RED-015848,residential_elderly_disabled,,outside_all_perimeters,06037301100,0.4769,0.4074,0.7904,0.061,0.4957
RED-018067,residential_elderly_disabled,,outside_all_perimeters,06059011503,0.2709,0.2512,0.4413,0.2855,0.2778
RED-014390,residential_elderly_disabled,,outside_all_perimeters,06061021003,0.3244,0.4316,0.1228,0.1362,0.5095
RED-010109,residential_elderly_disabled,,outside_all_perimeters,06059075813,0.2369,0.0913,0.531,0.3684,0.3359
RED-014553,residential_elderly_disabled,,outside_all_perimeters,06037228410,0.8869,0.9906,0.8665,0.9885,0.3711
RED-009474,residential_elderly_disabled,,outside_all_perimeters,06037228410,0.8869,0.9906,0.8665,0.9885,0.3711
RED-013522,residential_elderly_disabled,,outside_all_perimeters,06037670002,0.6345,0.4767,0.6461,0.5355,0.7945
RED-023655,residential_elderly_disabled,,outside_all_perimeters,06037111202,0.6502,0.6972,0.2969,0.4261,0.7954
RED-013837,residential_elderly_disabled,,outside_all_perimeters,06073019810,0.4874,0.5197,0.3026,0.182,0.6789
RED-014102,residential_elderly_disabled,,outside_all_perimeters,06059032015,0.2216,0.1754,0.571,0.2723,0.1818
RED-021832,residential_elderly_disabled,,outside_all_perimeters,06059032015,0.2216,0.1754,0.571,0.2723,0.1818
RED-002426,residential_elderly_disabled,,outside_all_perimeters,06067008111,0.4846,0.6181,0.5763,0.0919,0.3406
RED-023923,residential_elderly_disabled,,outside_all_perimeters,06107001703,0.4899,0.4907,0.6415,0.3814,0.3935
RED-022281,residential_elderly_disabled,,outside_all_perimeters,06071009128,0.6683,0.7293,0.8254,0.6831,0.3
RED-013933,residential_elderly_disabled,,outside_all_perimeters,06071009128,0.6683,0.7293,0.8254,0.6831,0.3
RED-019547,residential_elderly_disabled,,outside_all_perimeters,06001442900,0.3396,0.2108,0.3399,0.7319,0.4373
RED-010163,residential_elderly_disabled,,outside_all_perimeters,06071009124,0.5998,0.8783,0.7524,0.8535,0.0445
RED-015757,residential_elderly_disabled,,outside_all_perimeters,06061020608,0.1854,0.169,0.3197,0.0368,0.325
RED-009462,residential_elderly_disabled,,outside_all_perimeters,06073008600,0.8229,0.8436,0.8289,0.5709,0.6912
RED-023781,residential_elderly_disabled,,outside_all_perimeters,06095251804,0.3031,0.203,0.484,0.7874,0.2336
RED-018473,residential_elderly_disabled,,outside_all_perimeters,06017031506,0.6787,0.4688,0.8475,0.0187,0.9241
RED-005524,residential_elderly_disabled,,outside_all_perimeters,06017031506,0.6787,0.4688,0.8475,0.0187,0.9241
RED-006159,residential_elderly_disabled,,outside_all_perimeters,06013313204,0.6904,0.5562,0.9285,0.6445,0.5346
RED-010175,residential_elderly_disabled,,outside_all_perimeters,06067008204,0.3522,0.2993,0.5646,0.089,0.4409
RED-008823,residential_elderly_disabled,,outside_all_perimeters,06067008204,0.3522,0.2993,0.5646,0.089,0.4409
RED-004292,residential_elderly_disabled,,outside_all_perimeters,06065041201,0.876,0.6147,0.9377,0.6432,0.9592
RED-000937,residential_elderly_disabled,,outside_all_perimeters,06037401705,0.5021,0.333,0.7898,0.4397,0.527
RED-016534,residential_elderly_disabled,,outside_all_perimeters,06037401902,0.3795,0.2754,0.5211,0.1437,0.5722
RED-000369,residential_elderly_disabled,,outside_all_perimeters,06005000401,0.3512,0.3532,0.4737,0.049,0.4492
